,Unnamed: 0,blue_1_summoner_level,blue_2_summoner_level,blue_3_summoner_level,blue_4_summoner_level,blue_5_summoner_level,blue_kurtosis_summonerlevel,blue_coefficient_of_skewness_summonerlevel,blue_mean_summonerlevel,blue_variance_summonerlevel,blue_std_summonerlevel,blue_median_summonerlevel,blue_1_champ_points,blue_2_champ_points,blue_3_champ_points,blue_4_champ_points,blue_5_champ_points,blue_kurtosis_champpoints,blue_coefficient_of_skewness_champpoints,blue_mean_champpoints,blue_variance_champpoints,blue_std_champpoints,blue_median_champpoints,kills_1,kills_2,kills_3,kills_4,kills_5,damage1,damage2,damage3,damage4,damage5,assist1,assist2,assist3,assist4,assist5,red_1_summoner_level,red_2_summoner_level,red_3_summoner_level,red_4_summoner_level,red_5_summoner_level,red_kurtosis_summonerlevel,red_coefficient_of_skewness_summonerlevel,red_mean_summonerlevel,red_variance_summonerlevel,red_std_summonerlevel,red_median_summonerlevel,red_1_champ_points,red_2_champ_points,red_3_champ_points,red_4_champ_points,red_5_champ_points,red_kurtosis_champpoints,red_coefficient_of_skewness_champpoints,red_mean_champpoints,red_variance_champpoints,red_std_champpoints,red_median_champpoints,kills_1.1,kills_2.1,kills_3.1,kills_4.1,kills_5.1,damage1.1,damage2.1,damage3.1,damage4.1,damage5.1,assist1.1,assist2.1,assist3.1,assist4.1,assist5.1,blue_team_won?
381,381,270,50,106,326,123,-2.194143169922604,0.4864580712672283,175.0,13729.0,117.1708154789408,123,3956,12980,17268,93182,1823,4.4522763470743545,2.083988549586713,25841.8,1457382369.2,38175.67771762539,38175.67771762539,3,4,3,14,3,11882,10481,8843,32048,7237,1,4,6,6,11,34,128,121,84,79,-0.23886877445176502,-0.61143756431859,89.2,1423.7,37.73194932679731,84,13207,9770,25383,14826,137,1.23118101658388,0.042537446110770115,12664.6,83010754.30000001,9111.023778917493,9111.023778917493,6,4,6,1,0,14425,9986,11389,6254,3231,5,4,2,2,3,1
382,382,31,43,121,97,20,-2.210817597535748,0.6212206156831561,62.4,1947.8,44.13388720699776,43,14110,8249,34611,19248,12950,2.366440774656349,1.459901346434394,17833.6,103265245.3,10161.95086093217,10161.95086093217,5,5,3,7,0,17271,27560,28279,25997,8910,5,8,7,6,12,130,98,91,25,229,1.596945845424335,0.7704881606988265,114.6,5546.299999999999,74.47348521453793,98,11054,29799,20116,29073,6903,-2.578293109472127,-0.18404010998591602,19389.0,107012226.5,10344.67140609116,10344.67140609116,0,7,3,3,2,20762,19466,14511,11273,17119,3,3,1,4,6,1
383,383,41,196,51,51,71,4.418404168860603,2.084048695339211,82.0,4180.0,64.65291950097846,51,190,13064,4872,3422,86767,4.656884568140949,2.145734584996769,21663.0,1347058777.0,36702.29934213932,36702.29934213932,5,4,5,8,5,22004,20213,10408,26166,24035,4,9,6,12,11,169,87,121,56,179,-2.093771691897317,-0.1569248457819669,122.4,2759.8,52.53379864430137,121,2862,26574,34611,7758,7848,-2.107049381101755,0.6958858389000526,15930.6,191286856.8,13830.64918216061,13830.64918216061,12,17,15,0,3,39943,57468,37548,592,13383,13,18,14,0,4,0
384,384,165,70,210,58,85,-1.794625126954526,0.7683216921525016,117.6,4416.299999999999,66.45524809975507,85,493748,14256,20381,6638,5838,4.98468497634914,2.231817926810442,108172.2,46494431806.2,215625.6752017254,215625.6752017254,14,9,13,3,5,33589,15543,19952,10708,23848,17,13,11,25,19,223,85,121,253,42,-2.345265072223476,0.2449673962193765,144.8,8133.200000000001,90.18425583215732,121,330,2165,12240,0,4270,2.7347684907249743,1.651529557746784,3801.0,25152155.0,5015.192419040371,5015.192419040371,6,2,14,7,2,19437,11519,33190,21166,14084,18,14,15,18,17,1
385,385,61,126,197,70,71,0.9713142708641822,1.360614171382338,105.0,3305.5,57.49347789097473,71,941,6231,42080,1055,159,4.625611978750058,2.14111783247022,10093.2,325553029.2,18043.08812814481,18043.08812814481,3,16,5,16,1,15395,48626,17827,29454,16999,28,18,17,17,24,87,51,284,50,121,3.1882416904912922,1.762864082063843,118.6,9409.300000000001,97.00154637942634,87,40263,3732,12654,5142,980,3.520918608293309,1.866285309786715,12554.2,258630396.2,16081.9898084783,16081.9898084783,17,12,2,2,14,51880,20479,41089,16276,19813,20,13,31,24,9,0
386,386,55,46,49,121,275,2.883046386618251,1.755462432763958,109.2,9546.2,97.70465700262194,55,10296,210,0,7674,5313,-2.299385406721705,0.034429984402447385,4698.6,20696437.8,4549.333775400526,4549.333775400526,4,5,25,8,5,9612,19227,32749,23674,25717,32,20,11,27,29,69,198,118,159,61,-1.859279360348848,0.3222186875630334,121.0,3421.5,58.49358939234281,118,6624,4195,13969,7144,678,1.3821449500321141,0.71896191250166,6522.0,23855590.5,4884.218514767741,4884.218514767741,10,4,21,20,6,24141,14422,37239,33778,26741,25,27,22,20,30,0
387,387,207,129,241,45,115,-1.1441721037506971,-0.07288375958520192,147.4,6046.800000000001,77.76117283066145,129,12198,8104,11075,5659,19034,1.081212608820053,0.8896810553342137,11214.0,25667525.5,5066.312811108291,5066.312811108291,12,10,8,10,4,20148,25143,19307,14893,21986,18,24,19,21,22,449,101,181,121,333,-1.376446499276662,0.7702378992119411,237.0,22312.0,149.3720187987027,181,102738,3024,103926,16236,3174,-3.27540898302717,0.5633771953443181,45819.6,2785339486.8,52776.31558568673,52776.31558568673,6,6,6,7,8,19656,8726,30651,12139,14722,18,11,17,14,10,1
388,388,143,115,249,118,86,3.165038324921863,1.674653249382098,142.2,3972.7,63.02935823883978,118,4546,11345,17612,40700,5536,2.5650667450443922,1.6047183392417321,15947.8,218758339.2,14790.48137147672,14790.48137147672,3,12,13,4,7,8245,15062,25119,15995,15272,9,12,15,18,16,230,62,45,130,121,0.7974397087844434,0.9393114898969868,117.6,5290.3,72.73444850962989,121,14569,20349,800,7178,7267,-0.6385974327683891,0.3483604965144154,10032.6,57011305.3,7550.583109932636,7550.583109932636,6,4,2,4,2,13468,14333,7151,7687,7579,9,7,7,7,8,1
389,389,121,57,122,197,140,1.555542321665424,-0.033783121960172365,127.4,2507.3,50.07294678766169,122,3705,1000,0,29500,1909,4.761046751321512,2.170952204789636,7222.8,156944276.7,12527.74028705896,12527.74028705896,15,4,7,5,7,24638,17314,15870,20844,13645,16,22,19,17,16,88,92,61,67,69,-2.683943797665278,0.4408454592068,75.4,188.3,13.72224471433154,69,12144,18215,1224,4212,5001,-0.7737107546248865,0.8275632063134668,8159.2,47662339.7,6903.791690078721,6903.791690078721,6,5,4,4,10,14188,20298,8238,14150,20138,15,22,15,9,8,1
390,390,80,88,79,73,33,3.886136079101153,-1.897723568854891,70.6,470.3,21.68640126899804,79,14219,12063,6730,3686,95,-1.853787227425788,-0.01265547048741256,7358.6,33959870.3,5827.509785491569,5827.509785491569,2,6,2,7,2,6314,12446,6764,19891,3939,6,6,3,5,4,48,64,132,130,120,-2.741694459585557,-0.6423474784226555,98.8,1579.2,39.73914946246334,120,17691,7218,4159,24254,8859,-1.199433311416111,0.7572782088294511,12436.2,68952832.7,8303.784239730703,8303.784239730703,5,13,18,7,9,8224,25595,19003,21056,19494,38,30,21,32,29,0
391,391,119,69,210,249,48,-2.393831961264369,0.3617180111442797,139.0,7680.5,87.63846187605074,119,4704,6258,6855,14786,294,1.997004494120006,0.8539453584658556,6579.4,27637728.8,5257.15976550076,5257.15976550076,11,9,2,9,1,23800,27850,8016,30470,9722,17,15,17,14,26,72,62,44,103,120,-1.6565044766494519,0.2956161973611783,80.2,953.2,30.87393722867234,72,11732,1586,5342,3993,18948,-0.1172901086920506,0.9932857801104944,8320.2,49383574.2,7027.344747484643,7027.344747484643,9,1,20,18,7,22736,7099,24563,29962,24400,30,42,23,21,32,0
392,392,117,170,520,231,126,3.520918898555356,1.856956529540232,232.8,27811.7,166.7684022829265,170,7589,94188,543343,94344,124474,4.248047626172378,1.989063432118012,172787.6,44816845339.3,211699.8945188684,211699.8945188684,1,6,4,20,3,10014,29799,22460,48058,18640,6,14,14,6,15,108,63,120,66,53,-2.617673185084554,0.5778817405998392,82.0,894.5,29.90819285747636,66,4191,36406,93893,48660,17294,0.9921472970899375,0.9876642107326724,40088.8,1197543843.7,34605.54642972713,34605.54642972713,14,5,12,6,1,38815,19360,21540,17827,23834,7,11,4,9,21,1
393,393,120,117,109,49,120,4.547377828947994,-2.120395949640982,103.0,931.5,30.52048492406371,117,1266,8026,1821,2081,6564,-2.557930757896174,0.6912468818443421,3951.6,9669104.299999999,3109.518338907169,3109.518338907169,3,13,6,9,9,33016,19015,23278,29613,34058,17,14,24,18,24,142,104,72,97,149,-1.878484233291852,-0.002589905393447422,112.8,1038.7,32.22886904624486,104,1008,758,4779,33153,43917,-2.399319797076087,0.73795129179862,16723.0,413490030.5,20334.45427101499,20334.45427101499,11,3,13,18,1,32846,10413,25216,49988,12402,20,18,16,20,32,0
394,394,143,242,120,110,99,3.432114667386582,1.8251210129571742,142.8,3338.7,57.78148492380583,120,296,7686,25383,12649,6523,1.6049922758749902,1.076631009211702,10507.4,88494589.3,9407.15628125737,9407.15628125737,14,10,14,10,10,47321,27160,28536,24438,25419,26,31,19,26,23,99,96,61,186,201,-2.6004734662597393,0.3596756097210185,128.6,3761.3,61.32943828211702,99,171207,877,4879,0,24759,4.61167905435167,2.137399244426629,40344.4,5452766410.800001,73842.84942226973,73842.84942226973,24,9,13,4,3,40246,13286,25100,37939,25186,12,16,17,36,25,0
395,395,33,120,505,61,160,3.692584777230877,1.870003907257578,175.8,36326.7,190.5956452807881,120,8901,962,39205,4495,2579,4.289920278985253,2.050228526935375,11228.4,253414175.8,15918.98790124548,15918.98790124548,3,8,9,6,3,6522,11355,13761,21856,6702,18,16,10,17,15,109,30,108,62,66,-1.482257811888167,-0.2063288172304057,75.0,1130.0,33.61547262794322,66,11947,1532,7740,2102,3903,-0.5314313490512186,0.92864549880877,5444.8,19102002.7,4370.58379395705,4370.58379395705,1,2,5,7,6,7713,10892,3650,14482,8054,19,14,16,8,6,1
396,396,305,78,283,52,30,-3.14024499994805,0.5507254555011372,149.6,17725.3,133.1363962258255,78,15437,20010,23933,9074,97,-0.4488968101950963,-0.6500994061948517,13710.2,88497130.69999999,9407.291358302877,9407.291358302877,4,2,10,1,2,12991,6343,9226,11548,6701,7,9,3,8,6,120,437,435,162,54,-2.994556061195826,0.4028665580172985,241.6,32975.3,181.5910240072455,162,857,11945,16971,5887,8370,-0.1855364024893946,0.0885682037227134,8806.0,37104451.0,6091.342298705598,6091.342298705598,6,9,5,12,7,10232,13402,14863,28235,15419,22,19,33,24,20,0
397,397,184,584,120,67,131,4.237401868476812,2.018669571533912,217.2,43770.7,209.214483246261,131,4873,20547,1103,6381,16738,-2.256524607622974,0.4760464890532122,9928.4,68788529.8,8293.885084807964,8293.885084807964,13,3,10,8,9,115130,32243,29251,42683,28499,26,26,22,16,25,304,108,116,124,241,-1.722014045991338,0.8673354461496096,178.6,7875.8,88.74570412138269,124,5503,5422,8026,22938,79380,3.881374105953489,1.9685737596237851,24253.8,1002549985.2,31663.06973747176,31663.06973747176,7,5,15,2,11,28457,26529,24022,19001,29605,15,20,12,32,20,1
398,398,98,37,83,470,130,4.3044016204297755,2.029447321177595,163.6,30459.3,174.5259293056479,98,7230,111104,42852,0,0,2.103569381979741,1.58749383557457,32237.2,2259120075.2,47530.2017163824,47530.2017163824,8,6,9,15,0,17925,12300,17929,30719,7096,3,10,9,11,16,84,125,196,73,119,1.385937678713839,1.13401446507402,119.4,2326.3,48.23173229316982,119,4004,12504,12782,205099,26137,4.82808876759359,2.189273219605178,52105.2,7377436197.699999,85892.0031068085,85892.0031068085,5,5,2,4,0,14015,15010,8989,12105,7078,1,4,4,3,7,1
399,399,84,125,119,226,100,3.474306369570815,1.765806406506004,130.8,3093.7,55.62103918482646,119,4004,3045,93893,13408,1010,4.703106718372975,2.159359434422193,23072.0,1590102033.5,39876.08347744297,39876.08347744297,6,4,4,12,2,24836,25565,11544,46453,10212,8,11,8,7,16,316,199,260,199,393,-0.8120498116724361,0.7082214521298423,273.4,6842.3,82.71819630528702,260,38435,0,328674,108397,836301,2.248691561647718,1.585181988293119,262361.4,119121399665.3,345139.6813832046,345139.6813832046,9,7,10,15,8,28913,19547,24675,27852,32459,13,17,7,10,18,0
400,400,292,360,131,48,77,-2.34381879003243,0.5421045839366985,181.6,18841.3,137.2636149895521,131,29154,43298,962,5088,10328,-1.281235240202104,0.7953239050586599,17766.0,319999878.0,17888.54040999433,17888.54040999433,20,14,11,4,4,46192,31106,24131,15648,23457,21,24,20,31,21,81,70,169,152,113,-2.46086428539255,0.17075283814956102,117.0,1862.5,43.15669125408017,113,4836,6373,1426,39689,17048,2.173994243308448,1.562200254694373,13874.4,242347912.3,15567.52749475651,15567.52749475651,14,13,7,19,7,35483,27419,21560,34522,12490,29,31,23,31,28,0
401,401,87,96,68,186,48,2.911976837914837,1.5668304430281461,97.0,2816.0,53.0659966456864,87,252,3791,6354,85867,5088,4.924752086751726,2.214359197560014,20270.4,1349848088.3,36740.27882719455,36740.27882719455,18,12,5,15,7,42782,31826,26588,39099,13804,22,22,42,22,38,42,158,38,96,73,0.7986853869801518,1.0974656771706781,81.4,2396.8,48.95712409854157,73,3009,1843,5372,15128,5648,3.297334695665517,1.724321483413161,6200.0,27466350.5,5240.834904860102,5240.834904860102,17,6,12,10,14,27788,25568,55417,69059,37417,16,27,32,33,20,0
402,402,186,48,77,44,517,3.262002969419736,1.826083698984986,174.4,39994.3,199.9857494923076,77,12062,8459,9979,2538,11514,2.430976618270099,-1.548138601889667,8910.4,14666116.3,3829.636575446814,3829.636575446814,14,7,15,10,13,49155,43183,55395,40976,38989,21,26,23,14,20,123,121,99,134,318,4.622456007875234,2.122180267303354,159.0,8061.5,89.78585634719981,123,11577,9592,2876,12379,1690,-2.9506976544696863,-0.4633504610541727,7622.8,24966277.7,4996.626632038859,4996.626632038859,4,21,7,21,2,22425,40670,17003,88535,7159,18,6,17,21,9,0
403,403,75,40,240,38,318,-2.110331282523187,0.755128327701112,142.2,16572.2,128.7330571376288,75,10066,38776,62996,1493,5851,-0.7192805643046878,1.002032861103521,23836.4,692247993.3,26310.60609906203,26310.60609906203,8,13,19,7,4,11845,25109,33324,21078,11399,24,25,17,27,19,47,48,77,69,44,-2.34815248562377,0.7235194183911182,57.0,223.5,14.94991638772605,48,99,6329,12772,216,6170,-0.3696241275742764,0.5961164512579178,5117.2,27594225.7,5253.02062626828,5253.02062626828,7,5,3,9,9,9590,18772,14460,16497,15972,7,18,17,9,9,1
404,404,185,262,48,77,74,-1.053004848549577,0.9237439992920832,129.2,8278.7,90.9873617597521,77,19928,37080,6878,4465,3073,0.7165864672567555,1.294713775972699,14284.8,207115116.7,14391.49459576732,14391.49459576732,18,12,8,2,6,36446,29075,10500,11205,11384,20,21,10,23,17,138,345,120,45,291,-2.086640142518756,0.3464044872675355,187.8,15707.7,125.3303634399901,138,111,11214,2636,2576,10213,-2.839207191838151,0.4348317978019028,5350.0,25135814.5,5013.563054355654,5013.563054355654,8,3,10,5,8,26602,3833,14418,22520,24917,15,14,12,17,14,1
405,405,45,72,185,48,77,3.828344098634865,1.904915203265836,85.4,3300.3,57.44823757087766,72,9480,4200,8350,5088,12417,-1.2746641626498811,0.2495128712302477,7907.0,11174822.0,3342.876306416377,3342.876306416377,4,33,22,7,5,25427,88417,44143,12430,23407,40,19,24,32,29,82,170,312,79,250,-2.073763709099316,0.3257706487080625,178.6,10554.8,102.7365562981357,170,2821,6013,34391,2094,113973,3.334083246296252,1.8504351737763591,31858.4,2286574100.8,47818.1356892968,47818.1356892968,9,7,14,11,13,22097,23188,46547,26011,45852,25,23,22,24,20,1
406,406,491,399,78,86,47,-2.664854725724672,0.6956742280472443,220.2,43382.7,208.2851410926857,86,11997,83136,738,16799,3924,4.310462801872857,2.044063562509156,23318.8,1158709789.7,34039.82652276594,34039.82652276594,4,16,9,20,8,18294,41350,39992,50345,24872,20,25,32,22,21,64,107,185,48,76,2.001071803160116,1.4486386925383181,96.0,2942.5,54.24481542046207,76,252,7988,16083,2489,3275,1.242586904139724,1.289470743195917,6017.4,39602442.3,6293.047139502452,6293.047139502452,4,7,5,15,5,11368,23366,14942,20188,28926,20,20,20,6,18,1
407,407,185,48,76,99,70,2.8819048759789982,1.614179425963832,95.6,2827.299999999999,53.17236124153224,76,16983,4037,26735,9699,1793,-0.5850921013217496,0.7616759096398259,11849.4,103680982.8,10182.38590900974,10182.38590900974,14,3,6,7,5,28148,9249,10939,17355,10993,13,16,20,20,18,98,127,61,53,114,-2.574333306862753,-0.21476578597809529,90.6,1054.3,32.46998614105032,98,746,4153,604,1404,16728,4.081145818089075,2.011267861351032,4727.0,47060824.0,6860.089212247899,6860.089212247899,3,13,6,10,5,14730,20128,20466,21048,11930,28,19,17,11,24,0
408,408,98,51,96,380,102,4.560140964444585,2.093569383068577,145.4,17629.8,132.7772570887048,98,11309,2975,140,69032,82649,-2.884843676281679,0.6279018977754394,33221.0,1553715931.5,39417.20349669672,39417.20349669672,20,10,7,3,3,57098,30053,18298,27089,15880,15,18,32,26,37,44,99,185,48,76,2.130202343482553,1.4716334446844,90.4,3295.3,57.40470364003284,76,4584,6603,60321,4037,4465,4.9674927759447165,2.227241676499883,16002.0,614787320.0,24794.90512181888,24794.90512181888,14,0,23,9,4,38073,9680,48105,32578,14964,20,38,18,24,23,0
409,409,82,124,71,166,226,-0.7309195617679967,0.6905374064266613,133.8,4065.2,63.7589209444451,124,1421,114,2120,19295,945,4.841391397914441,2.191212465012606,4779.0,66380620.5,8147.430300407607,8147.430300407607,16,0,6,4,3,18880,0,17035,9012,14215,6,0,15,16,16,48,76,195,58,66,4.431395218973812,2.075113298493997,88.6,3643.8,60.36389649451069,66,1706,15604,152127,9237,16016,4.837308500444225,2.188651231570922,38938.0,4037503646.5,63541.35382961241,63541.35382961241,0,10,3,8,11,1061,13391,14205,19242,12326,5,9,17,12,14,0
410,410,47,76,88,34,64,-1.485423734798414,-0.1575709971109658,61.8,471.2,21.70714168194421,64,3985,16019,438,13219,12120,-2.09250007338153,-0.5531352540509884,9156.2,43784199.7,6616.96302694824,6616.96302694824,4,3,2,8,11,10072,17595,8480,19921,33057,11,14,5,11,12,300,147,41,178,108,1.105251996231074,0.7061992979660445,154.8,9205.699999999999,95.94633916935028,147,12063,40445,1436,6018,2630,3.669247915708974,1.897840930625065,12518.4,260739405.3,16147.42720373744,16147.42720373744,9,18,8,3,8,24270,28718,22108,20999,20338,31,17,24,32,26,0
411,411,165,107,47,48,76,0.4628390554745145,1.083817088663543,88.6,2428.3,49.27778404108692,76,6482,12386,3523,554,15129,-2.017084087040542,0.2072045134013714,7614.8,36777127.7,6064.41486872394,6064.41486872394,5,17,2,11,4,18955,20052,3650,26504,17333,21,20,30,21,26,41,141,47,155,117,-2.948955538255258,-0.3359458651907465,100.2,2821.2,53.11496964133558,117,4543,3406,803,2383,1855,-0.5398712898362517,0.2363182062403612,2598.0,2064047.0,1436.679156944932,1436.679156944932,8,6,3,6,3,15967,12334,7795,10242,7473,11,7,8,7,9,1
412,412,50,78,66,251,119,3.024633079256107,1.738279440575409,112.8,6620.699999999999,81.36768400292587,78,4214,8723,3612,1263,7169,-1.278151979372008,0.1100819104879114,4996.2,8768681.700000001,2961.195991487224,2961.195991487224,8,23,1,33,5,57767,115057,23851,117102,49765,28,18,23,21,34,396,149,185,262,47,0.3610685301804057,0.4590395662715311,207.8,17047.7,130.5668411197881,185,33611,22775,49212,20774,3985,0.4457921916930285,0.16576572395972503,26071.4,279767675.3,16726.25706187729,16726.25706187729,12,20,29,26,3,71093,105727,67564,58840,10113,63,37,32,44,52,1
413,413,396,149,185,262,47,0.3610685301804057,0.4590395662715311,207.8,17047.7,130.5668411197881,185,60438,5889,19928,34551,2311,-0.009012810338691501,0.9085314661600552,24623.4,563027633.3000001,23728.20333063589,23728.20333063589,10,4,11,14,3,29339,11146,38915,33673,18742,19,25,16,19,22,125,96,95,408,79,4.711355886325945,2.1587656653215292,160.6,19402.3,139.2921390459634,96,55683,95322,6277,37791,344,-0.5480240821007403,0.6355942470076802,39083.4,1504249535.3,38784.65592602312,38784.65592602312,5,8,5,13,5,27814,29699,15602,36665,19019,13,23,24,19,16,1
414,414,139,141,147,50,106,1.8006744076075951,-1.519668751665671,116.6,1642.3,40.52530073916787,139,17940,21617,43740,3814,73944,0.3627511863377109,0.9594579093626868,32211.0,749211254.0,27371.7236212848,27371.7236212848,10,8,18,12,18,40266,29987,46246,21836,39341,39,49,25,19,16,396,149,185,262,47,0.3610685301804057,0.4590395662715311,207.8,17047.7,130.5668411197881,185,63189,24161,16983,21237,2254,2.933833231574832,1.428627351037592,25564.8,513330405.1999999,22656.79600473112,22656.79600473112,9,10,9,9,1,20776,37643,41751,45698,14229,7,14,17,20,11,1
415,415,38,167,103,52,123,-1.397671879573531,0.2207544084096153,96.6,2779.3,52.71906675957002,103,1795,3755,18187,12600,11455,-1.663347584876399,0.01915928750586442,9558.4,45312747.8,6731.474415014885,6731.474415014885,6,17,20,6,18,26961,75454,59948,21748,57439,32,35,34,48,27,185,47,76,121,104,0.7197303596034317,0.7212010435588996,106.6,2712.300000000001,52.07974654316206,104,118961,4502,173,10195,12234,4.825131765550664,2.186243140605646,29213.0,2539657347.5,50395.0131213397,50395.0131213397,24,16,2,10,0,66187,61509,37244,27866,13604,18,22,34,24,31,1
416,416,179,192,184,47,76,-2.7203335580765,-0.6883222402588057,135.6,4702.3,68.57331842633839,179,5479,91725,20640,6878,10499,4.4563960869891215,2.097084257009991,27044.2,1342524195.7,36640.47209985155,36640.47209985155,3,4,19,13,11,15233,14375,35370,21826,34716,30,37,19,14,24,239,301,49,89,142,-1.8216645771103521,0.3790545087400609,164.0,10932.0,104.5562049808618,142,2550,46573,1150,16555,2146,2.736309904157631,1.7265866758297341,13794.8,376015033.6999999,19391.10707773024,19391.10707773024,14,4,3,4,16,29866,10984,16040,18661,29510,18,27,25,21,13,1
417,417,184,47,76,452,82,3.005406874740327,1.7619712298024082,168.2,27853.2,166.8927799516804,82,18435,1767,4617,133518,188,4.671018211601691,2.15153424543404,31705.0,3291336186.5,57370.16808847609,57370.16808847609,7,2,1,4,10,17458,1877,10421,8663,16946,10,15,13,8,4,153,65,128,242,70,0.3799877212864438,0.9121520117646535,131.6,5222.299999999999,72.2654827701303,128,2354,3954,6080,4845,1508,-1.557245728881623,0.0035935696852064654,3748.2,3411226.2,1846.950513684652,1846.950513684652,14,5,5,16,5,18805,12751,8265,23219,12584,19,20,24,14,21,0
418,418,227,184,47,76,93,-2.036096029387306,0.5715988026053215,125.4,5848.300000000001,76.47417864874393,93,9533,10424,1615,5018,10592,-1.045752093091157,-0.9603190350020948,7436.4,15754163.3,3969.151458435417,3969.151458435417,6,4,6,5,7,31527,10996,13192,17335,26586,14,12,8,16,15,221,91,49,87,81,3.96348604822693,1.871523084991685,105.8,4421.2,66.49210479447918,87,71729,15046,1057,2723,28801,2.137463015842126,1.500963783013687,23871.2,840072547.2,28984.00502346078,28984.00502346078,5,19,13,7,3,12575,27551,31404,30636,11349,31,10,21,19,38,0
419,419,33,103,74,98,148,0.7376767566938085,-0.0949237718860068,91.2,1773.7,42.11531787841569,98,2979,36184,19198,6091,11837,1.060201566582714,1.181454652014033,15257.8,174983011.7,13228.11444235345,13228.11444235345,5,9,5,9,5,6498,7185,5166,11670,12570,18,14,10,18,22,250,184,47,76,715,3.237214537877472,1.748808480802225,254.4,72992.3,270.1708718570527,184,147655,49212,2327,5739,16921,3.073424124204866,1.7745101480125731,44370.8,3676162949.2,60631.36934953721,60631.36934953721,4,3,2,2,0,7479,6907,3777,4123,3552,3,3,2,5,3,1
420,420,55,42,98,49,103,-3.061929428902248,0.5099303177339786,69.4,830.3,28.81492668739589,55,233,2801,3684,3631,107,-3.150906511754308,-0.4496449784982013,2091.2,3200442.2,1788.977976387636,1788.977976387636,2,11,7,2,3,11965,24603,19303,11762,14821,5,10,8,11,13,47,76,129,66,425,4.230645567184375,2.039257835366776,148.6,24799.3,157.4779349623305,76,6420,845,1050,16964,9558,-0.1348757038472606,0.8036236554937946,6967.4,44860567.8,6697.803207022434,6697.803207022434,6,15,13,4,11,7234,25199,27476,15764,27830,11,14,30,38,23,0
421,421,120,47,134,47,38,-2.980216100047936,0.6314455101314538,77.2,2104.7,45.87700949277318,47,3353,12955,3670,3145,1392,4.343958643981285,2.018851264364883,4903.0,21043794.5,4587.35157798048,4587.35157798048,11,3,12,4,3,14493,15046,19512,14770,10857,18,21,15,21,26,47,76,94,129,66,0.5209144996091517,0.7440260726012092,82.4,967.3,31.1014469116792,76,6329,31686,4590,11907,4659,3.579415522274134,1.895686991504393,11834.2,132092104.7,11493.13293667136,11493.13293667136,2,4,4,4,5,8968,10092,11060,9231,12675,10,7,10,14,9,1
422,422,64,208,135,47,76,0.2661741378734508,1.132502838585849,106.0,4347.5,65.93557461643904,76,1537,2612,14732,1856,1034,4.805958988688584,2.18277590973072,4354.2,33983835.2,5829.565609888956,5829.565609888956,3,20,6,4,4,17599,40922,26586,18257,15439,26,14,19,19,22,87,119,270,72,105,4.048001722661583,1.963271849860668,130.6,6389.3,79.93309702494956,105,3339,3114,9243,5305,2898,2.313294707140976,1.630656822012843,4779.8,7146988.7,2673.385250950562,2673.385250950562,5,3,8,13,18,19275,17449,44633,34265,30611,24,23,31,26,22,0
423,423,93,33,54,197,160,-2.099026485354379,0.36763092164129046,107.4,4847.3,69.62255381699238,93,6712,6874,1894,4157,1269,-2.8496548778479562,-0.0215929133303104,4181.2,6842224.7,2615.764649199159,2615.764649199159,0,3,3,6,2,0,7979,10780,15322,8350,0,6,5,6,4,120,75,43,47,75,0.9295546766368313,1.009869587721397,72.0,947.0,30.77336510685824,75,2939,6481,9077,578,4465,-0.5181448521066088,0.1562203152890639,4708.0,10619250.0,3258.71907350112,3258.71907350112,3,10,9,1,5,14869,12271,10849,5454,7971,16,11,12,12,10,0
424,424,226,118,110,47,75,2.137693539913085,1.287272647116289,115.2,4644.700000000001,68.15203591969943,110,17720,6962,4901,817,3535,2.938277776019941,1.592834801701808,6787.0,42333628.5,6506.429781377803,6506.429781377803,5,11,17,1,0,23587,45703,28402,12945,14630,17,14,4,13,19,92,62,284,120,58,3.562486178935735,1.8562842320416841,123.2,8709.2,93.32309467650545,92,4279,18192,6226,5184,3134,4.332549034397102,2.0451838611725712,7403.0,37673887.0,6137.90575033537,6137.90575033537,11,9,5,13,24,19228,30108,22170,33004,44232,24,33,49,37,26,0
425,425,113,98,33,232,120,2.199397804089235,0.8822344886818373,119.2,5160.7,71.83801222194278,113,18204,4218,5354,4321,9079,2.676430229542175,1.6981914417439041,8235.2,34962285.7,5912.891483868108,5912.891483868108,13,5,14,2,15,21581,15763,19748,6187,30302,26,25,23,35,27,71,149,306,47,75,2.351806860560389,1.6097646433186301,129.6,11182.8,105.7487588579648,75,2583,6503,7317,2324,5436,-2.79849894132028,-0.24656693523818218,4832.6,5170086.3,2273.782377449522,2273.782377449522,4,6,4,1,2,8306,15734,14245,10980,9344,9,7,8,10,8,1
426,426,47,108,102,94,75,0.3659526930484187,-1.091338885306705,85.2,610.7,24.71234509309062,94,1763,9117,5867,6217,4804,1.282310457659673,-0.20775139023736303,5553.6,7041671.8,2653.614855249345,2653.614855249345,5,4,7,7,4,7763,10501,13606,16767,13081,16,19,14,16,16,86,49,48,156,65,2.644464338554487,1.643351991151317,80.8,2004.7,44.7738763119746,65,12794,7650,17163,7697,15169,-2.577932696719762,-0.06834506433688421,12094.6,18680782.3,4322.127057364232,4322.127057364232,9,4,8,7,3,21212,8218,12797,20411,12182,17,13,11,15,22,0
